title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra,$ 200.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",4,1a8años,3.225.806/m²,"$120,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 195.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.000.000/m²,"$143,000"
Apartamento en Venta Bello ANDALUCIA,$ 150.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",3,nan,2.500.000/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 225.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.308.824/m²,nan
Apartamento en Venta Bello URBANIZACION PUERTA MADERA EN BELLO,$ 158.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,nan,2.548.387/m²,"$120,000"
Apartamento en Venta Bello CABAÑAS,$ 280.000.000,"98,00 m²",3,3,1,"98,00m²","98,00m²",4,Menosde1año,2.857.143/m²,"$30,000E"
Apartamento en Venta Bello NIQUIA,$ 200.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.076.923/m²,nan
Apartamento en Venta Bello APARTAMENTO MAS APARTAESTUDIO,$ 140.000.000,"92,00 m²",4,2,nan,nan,"92,00m²",2,1a8años,1.521.739/m²,nan
Apartamento en Venta Bello CABAÑAS URBANIZACIÓN LA QUINTA,$ 265.000.000,"78,00 m²",3,2,1,nan,"78,00m²",4,1a8años,3.397.436/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello TRAPICHE,$ 150.000.000,"68,00 m²",3,2,nan,"68,00m²","68,00m²",3,1a8años,2.205.882/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello madera,$ 145.000.000,"59,00 m²",3,1,nan,"59,00m²","59,00m²",3,1a8años,2.457.627/m²,"$120,000"
Apartamento en Venta Bello SANTA ANA,$ 240.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",3,Menosde1año,3.529.412/m²,"$232,000"
Apartamento en Venta Bello MADERA,$ 165.000.000,"55,00 m²",3,2,nan,nan,"55,00m²",3,nan,3.000.000/m²,"$131,000"
Apartamento en Venta Bello BELLO,$ 117.300.000,"52,00 m²",3,2,nan,"52,00m²","52,00m²",3,Menosde1año,2.255.769/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello MADERA,$ 160.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",4,Menosde1año,2.758.621/m²,"$90,000E"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia panamericano,$ 230.000.000,"70,00 m²",3,2,nan,nan,"70,00m²",nan,nan,3.285.714/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 245.000.000,"72,00 m²",3,2,nan,nan,"72,00m²",4,nan,3.402.778/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 185.000.000,"52,00 m²",2,2,1,nan,"52,00m²",4,nan,3.557.692/m²,"$140,000"
Apartamento en Venta Bello BELLO,$ 170.000.000,"64,00 m²",3,2,1,nan,"64,00m²",3,nan,2.656.250/m²,"$105,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS,$ 260.000.000,"110,00 m²",r,r,nan,nan,"110,00m²",4,nan,2.363.636/m²,nan
Apartamento en Venta Bello NIQUIA,$ 250.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,nan,3.731.343/m²,"$130,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 240.000.000,"90,00 m²",3,2,nan,nan,"90,00m²",4,nan,2.666.667/m²,"$180,000"
Apartamento en Venta Bello MADERA,$ 235.000.000,"64,00 m²",3,1,1,nan,"64,00m²",3,nan,3.671.875/m²,"$158,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 120.000.000,"58,00 m²",3,2,nan,nan,"58,00m²",3,nan,2.068.966/m²,"$80,000E"
Apartamento en Venta Bello BELLO,$ 117.000.000,"50,00 m²",3,2,nan,nan,"50,00m²",4,nan,2.340.000/m²,"$40,000E"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Mirador ,$ 165.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",3,1a8años,3.055.556/m²,"$128,150"
Apartamento en Venta Bello CABAITAS,$ 213.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",4,1a8años,3.944.444/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello Bello,$ 135.000.000,"70,00 m²",3,1,nan,"70,00m²","70,00m²",3,nan,1.928.571/m²,nan
Apartamento en Venta Bello Bucaros,$ 277.000.000,"85,00 m²",3,2,1,"85,00m²","85,00m²",3,Menosde1año,3.258.824/m²,"$240,000"
Apartamento en Venta Bello BELLO,$ 220.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,Menosde1año,3.384.615/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 175.000.000,"69,00 m²",3,2,nan,"69,00m²","69,00m²",2,Menosde1año,2.536.232/m²,nan
Apartamento en Venta Bello NIQUIA,$ 190.000.000,"125,00 m²",3,2,nan,"125,00m²","125,00m²",3,16a30años,1.520.000/m²,"$69,000E"
Apartamento en Venta Bello NIQUIA,$ 217.000.000,"59,00 m²",2,2,1,nan,"59,00m²",nan,nan,3.677.966/m²,"$172,000"
Apartamento en Venta Bello Santa ana,$ 105.000.000,"104,00 m²",2,1,1,nan,"104,00m²",3,9a15años,1.009.615/m²,nan
Apartamento en Venta Bello NIQUIA,$ 260.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.823.529/m²,nan
Apartamento en Venta Bello Santa Ana,$ 105.000.000,"104,00 m²",2,1,1,nan,"104,00m²",3,9a15años,1.009.615/m²,nan
Apartamento en Venta Bello Santa Ana,$ 240.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.692.308/m²,nan
Apartamento en Venta Bello NIQUIA PARTE BAJA,$ 185.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,1a8años,2.720.588/m²,nan
Apartamento en Venta Bello BELLO,$ 193.000.000,"53,00 m²",2,2,1,"53,00m²","53,00m²",3,1a8años,3.641.509/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello Prado,$ 145.500.000,"50,25 m²",2,2,nan,nan,"50,25m²",3,Menosde1año,2.895.522/m²,nan
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 270.000.000,"79,00 m²",3,2,1,nan,"79,00m²",nan,nan,3.417.722/m²,"$180,000"
Apartamento en Venta Bello NIQUIA,$ 255.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.541.667/m²,"$150,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 173.000.000,"57,00 m²",2,2,1,"57,00m²","57,00m²",3,Menosde1año,3.035.088/m²,"$146,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 198.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",3,1a8años,3.245.902/m²,nan
Apartamento en Venta Bello Gran Avenida,$ 278.000.000,"107,00 m²",3,2,1,"107,00m²","107,00m²",3,1a8años,2.598.131/m²,"$170,000"
Apartamento en Venta Bello BELLO,$ 190.000.000,"62,00 m²",3,2,2,"62,00m²","62,00m²",3,1a8años,3.064.516/m²,nan
Apartamento en Venta Bello Madera,$ 260.000.000,"73,50 m²",3,2,1,nan,"73,50m²",4,1a8años,3.537.415/m²,"$172,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Bello,$ 160.000.000,"98,00 m²",4,2,nan,nan,"98,00m²",3,nan,1.632.653/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello UNIDAD CAMINOS DEL VIENTO CON PARQUEADERO CUBIERTO,$ 230.000.000,"61,00 m²",3,2,nan,nan,"61,00m²",4,1a8años,3.770.492/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 220.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,nan,3.055.556/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello MADERA,$ 215.000.000,"7.088,00 m²",3,2,1,nan,"7.088,00m²",4,nan,30.333/m²,nan
Apartamento en Venta Bello trapiche,$ 145.000.000,"59,00 m²",3,2,nan,nan,"59,00m²",2,1a8años,2.457.627/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 175.000.000,"60,00 m²",3,r,1,nan,"60,00m²",4,Menosde1año,2.916.667/m²,"$130,000"
Apartamento en Venta Bello CABAÑAS,$ 200.000.000,"70,00 m²",3,2,nan,nan,"70,00m²",4,Menosde1año,2.857.143/m²,"$140,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 158.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",4,1a8años,2.633.333/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 215.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.359.375/m²,"$155,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 200.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,9a15años,3.125.000/m²,nan
Apartamento en Venta Bello Bello,$ 136.000.000,"47,00 m²",2,1,nan,"47,00m²","47,00m²",4,nan,2.893.617/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO,$ 320.000.000,"90,00 m²",3,3,1,"90,00m²","90,00m²",3,Menosde1año,3.555.556/m²,"$205,000"
Apartamento en Venta Bello AMAZONIA,$ 223.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",3,nan,3.185.714/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello niquia,$ 280.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,Menosde1año,4.000.000/m²,"$160,000"
Apartamento en Venta Bello CABAITAS,$ 235.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.671.875/m²,"$159,000"
Apartamento en Venta Bello Santa Ana,$ 270.000.000,"85,00 m²",3,2,1,"85,00m²","85,00m²",4,1a8años,3.176.471/m²,"$220,000"
Apartamento en Venta Bello NIQUIA,$ 215.000.000,"62,00 m²",2,2,1,"62,00m²","62,00m²",3,1a8años,3.467.742/m²,nan
Apartamento en Venta Bello Mirador,$ 165.000.000,"54,00 m²",3,2,1,nan,"54,00m²",3,1a8años,3.055.556/m²,nan
Apartamento en Venta Bello Cabañas,$ 330.000.000,"188,00 m²",5,3,nan,nan,"188,00m²",nan,nan,1.755.319/m²,nan
Apartamento en Venta Bello NIQUIA,$ 265.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",3,Menosde1año,3.785.714/m²,"$150,000"
Apartamento en Venta Bello Barrio Obrero,$ 165.000.000,"75,00 m²",3,2,nan,"75,00m²","75,00m²",3,1a8años,2.200.000/m²,"$55,000E"
Apartamento en Venta Bello Norte America,$ 220.000.000,"62,00 m²",3,2,1,nan,"62,00m²",4,1a8años,3.548.387/m²,nan
Apartamento en Venta Bello NIQUIA,$ 160.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",3,1a8años,2.909.091/m²,nan
Apartamento en Venta Bello NIQUIA,$ 260.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,"$135,300"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello MADERA,$ 175.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,2.692.308/m²,"$123,000"
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello MADERA,$ 180.000.000,"59,00 m²",2,2,nan,"59,00m²","59,00m²",3,1a8años,3.050.847/m²,"$110,000"
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 190.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.923.077/m²,"$190,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello perez,$ 190.000.000,"61,00 m²",3,2,1,nan,"61,00m²",3,1a8años,3.114.754/m²,"$124,000"
Apartamento en Venta Bello Bucaros,$ 180.000.000,"66,00 m²",3,2,nan,"66,00m²","66,00m²",3,1a8años,2.727.273/m²,nan
Apartamento en Venta Bello BELLO,$ 190.000.000,"120,00 m²",3,2,nan,"120,00m²","120,00m²",3,9a15años,1.583.333/m²,nan
Apartamento en Venta Bello BELLO,$ 222.000.000,"64,00 m²",2,2,1,"64,00m²","64,00m²",4,Menosde1año,3.468.750/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 233.000.000,"64,00 m²",2,2,1,"64,00m²","64,00m²",4,Menosde1año,3.640.625/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 229.300.000,"64,00 m²",2,2,1,"64,00m²","64,00m²",4,Menosde1año,3.582.813/m²,nan
Apartamento en Venta Bello NIQUIA,$ 200.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,1a8años,3.030.303/m²,"$140,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello amazonia,$ 205.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,3.203.125/m²,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"57,00 m²",3,2,nan,"57,00m²","57,00m²",3,Menosde1año,3.596.491/m²,"$115,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 232.000.000,"64,00 m²",2,2,1,"64,00m²","64,00m²",4,Menosde1año,3.625.000/m²,nan
Apartamento en Venta Bello CABAÑITAS,$ 175.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",3,Menosde1año,2.536.232/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 255.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,nan,3.541.667/m²,"$200,000"
Apartamento en Venta Bello NIQUIA PARTE BAJA,$ 225.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.214.286/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS,$ 248.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,nan,3.815.385/m²,nan
Apartamento en Venta Bello niquia,$ 215.000.000,"59,00 m²",2,1,1,nan,"59,00m²",3,Menosde1año,3.644.068/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello cabañas,$ 255.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,Menosde1año,3.541.667/m²,nan
Apartamento en Venta Bello NIQUIA,$ 180.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,1a8años,3.157.895/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 198.000.000,"65,00 m²",3,3,nan,nan,"65,00m²",4,nan,3.046.154/m²,"$145,935"
Apartamento en Venta Bello paris,$ 160.000.000,"94,00 m²",3,1,nan,nan,"94,00m²",2,nan,1.702.128/m²,nan
Apartamento en Venta Bello Bello,$ 320.000.000,"146,00 m²",3,3,nan,"146,00m²","146,00m²",3,nan,2.191.781/m²,nan
Apartamento en Venta Bello BELLO,$ 225.000.000,"60,00 m²",3,r,nan,nan,"60,00m²",3,Menosde1año,3.750.000/m²,"$117,000"
Apartamento en Venta Bello NIQUIA PARTE BAJA,$ 190.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,2.923.077/m²,nan
Apartamento en Venta Bello BELLO,$ 156.000.000,"58,00 m²",3,2,1,nan,"58,00m²",3,Menosde1año,2.689.655/m²,"$115,000"
Apartamento en Venta Bello Bello,$ 145.000.000,"55,00 m²",2,2,nan,"55,00m²","55,00m²",4,nan,2.636.364/m²,nan
Apartamento en Venta Bello MADERA,$ 180.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",3,1a8años,3.050.847/m²,"$131,000"
Apartamento en Venta Bello BELLO,$ 250.000.000,"112,00 m²",3,2,nan,nan,"112,00m²",4,nan,2.232.143/m²,nan
Apartamento en Venta Bello Bello,$ 180.000.000,"52,00 m²",3,2,nan,"52,00m²","52,00m²",4,nan,3.461.538/m²,nan
Apartamento en Venta Bello CABAAS,$ 250.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",4,Menosde1año,3.205.128/m²,"$113,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 189.000.000,"69,00 m²",3,2,1,"63,00m²","69,00m²",4,Menosde1año,2.739.130/m²,"$120,000"
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello EL TRAPICHE,$ 125.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.016.129/m²,"$120,000"
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 300.000.000,"80,00 m²",3,2,1,nan,"80,00m²",4,nan,3.750.000/m²,"$185,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Santa Ana,$ 285.000.000,"74,00 m²",3,2,1,nan,"74,00m²",4,nan,3.851.351/m²,"$150,000"
Apartamento en Venta Bello BELLO,$ 157.000.000,"42,00 m²",1,1,1,nan,"42,00m²",4,Menosde1año,3.738.095/m²,"$133,000"
Apartamento en Venta Bello Cabañas,$ 260.000.000,"114,00 m²",3,2,1,nan,"114,00m²",4,nan,2.280.702/m²,nan
Apartamento en Venta Bello NIQUIA,$ 240.000.000,"59,00 m²",2,2,1,nan,"59,00m²",4,nan,4.067.797/m²,"$196,500"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS,$ 255.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,Menosde1año,3.541.667/m²,"$117,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
